Wavelength,Value,Boxcolor,Lightintensity
1140.5,0.00E+00,red,high
1141,0.00E+00,red,high
1141.5,0.00E+00,red,high
1142,0.00E+00,red,high
1142.5,0.00E+00,red,high
1143,0.00E+00,red,high
1143.5,0.00E+00,red,high
1144,0.00E+00,red,high
1144.5,0.00E+00,red,high
1145,0.00E+00,red,high
1145.5,0.00E+00,red,high
1146,0.00E+00,red,high
1146.5,0.00E+00,red,high
1147,0.00E+00,red,high
1147.5,0.00E+00,red,high
1148,0.00E+00,red,high
1148.5,0.00E+00,red,high
1149,0.00E+00,red,high
1149.5,0.00E+00,red,high
1150,0.00E+00,red,high
1150.5,0.00E+00,red,high
1151,0.00E+00,red,high
1151.5,0.00E+00,red,high
1152,0.00E+00,red,high
1152.5,0.00E+00,red,high
1153,0.00E+00,red,high
1153.5,0.00E+00,red,high
1154,0.00E+00,red,high
1154.5,0.00E+00,red,high
1155,0.00E+00,red,high
1155.5,0.00E+00,red,high
1156,0.00E+00,red,high
1156.5,0.00E+00,red,high
1157,0.00E+00,red,high
1157.5,0.00E+00,red,high
1158,0.00E+00,red,high
1158.5,0.00E+00,red,high
1159,0.00E+00,red,high
1159.5,0.00E+00,red,high
1160,0.00E+00,red,high
1160.5,0.00E+00,red,high
1161,0.00E+00,red,high
1161.5,0.00E+00,red,high
1162,0.00E+00,red,high
1162.5,0.00E+00,red,high
1163,0.00E+00,red,high
1163.5,0.00E+00,red,high
1164,0.00E+00,red,high
1164.5,0.00E+00,red,high
1165,0.00E+00,red,high
1165.5,0.00E+00,red,high
1166,0.00E+00,red,high
1166.5,0.00E+00,red,high
1167,0.00E+00,red,high
1167.5,0.00E+00,red,high
1168,0.00E+00,red,high
1168.5,0.00E+00,red,high
1169,0.00E+00,red,high
1169.5,0.00E+00,red,high
1170,0.00E+00,red,high
1170.5,0.00E+00,red,high
1171,0.00E+00,red,high
1171.5,0.00E+00,red,high
1172,0.00E+00,red,high
1172.5,0.00E+00,red,high
1173,0.00E+00,red,high
1173.5,0.00E+00,red,high
1174,0.00E+00,red,high
1174.5,0.00E+00,red,high
1175,0.00E+00,red,high
1175.5,0.00E+00,red,high
1176,0.00E+00,red,high
1176.5,0.00E+00,red,high
1177,0.00E+00,red,high
1177.5,0.00E+00,red,high
1178,0.00E+00,red,high
1178.5,0.00E+00,red,high
1179,0.00E+00,red,high
1179.5,0.00E+00,red,high
1180,0.00E+00,red,high
1180.5,0.00E+00,red,high
1181,0.00E+00,red,high
1181.5,0.00E+00,red,high
1182,0.00E+00,red,high
1182.5,0.00E+00,red,high
1183,0.00E+00,red,high
1183.5,0.00E+00,red,high
1184,0.00E+00,red,high
1184.5,0.00E+00,red,high
338,0.00E+00,yellow,high
338.5,0.00E+00,yellow,high
339,0.00E+00,yellow,high
339.5,0.00E+00,yellow,high
340,0.00E+00,yellow,high
340.5,0.00E+00,yellow,high
341,0.00E+00,yellow,high
341.5,0.00E+00,yellow,high
342,0.00E+00,yellow,high
342.5,0.00E+00,yellow,high
343,0.00E+00,yellow,high
343.5,0.00E+00,yellow,high
344,0.00E+00,yellow,high
344.5,0.00E+00,yellow,high
345,0.00E+00,yellow,high
345.5,0.00E+00,yellow,high
346,0.00E+00,yellow,high
346.5,0.00E+00,yellow,high
347,0.00E+00,yellow,high
347.5,0.00E+00,yellow,high
348,0.00E+00,yellow,high
348.5,0.00E+00,yellow,high
349,0.00E+00,yellow,high
349.5,0.00E+00,yellow,high
350,2.83E-07,yellow,high
350.5,1.24E-04,yellow,high
351,7.43E-05,yellow,high
351.5,2.22E-03,yellow,high
352,5.57E-04,yellow,high
352.5,0.00E+00,yellow,high
353,1.06E-04,yellow,high
353.5,2.94E-05,yellow,high
354,9.66E-04,yellow,high
354.5,0.00E+00,yellow,high
355,0.00E+00,yellow,high
355.5,0.00E+00,yellow,high
356,0.00E+00,yellow,high
356.5,5.81E-04,yellow,high
357,0.00E+00,yellow,high
357.5,4.85E-05,yellow,high
358,9.22E-05,yellow,high
358.5,0.00E+00,yellow,high
359,0.00E+00,yellow,high
359.5,2.73E-05,yellow,high
360,5.02E-04,yellow,high
360.5,6.12E-04,yellow,high
361,0.00E+00,yellow,high
361.5,3.51E-04,yellow,high
362,1.33E-03,yellow,high
362.5,2.83E-03,yellow,high
363,6.33E-03,yellow,high
363.5,7.91E-03,yellow,high
364,1.03E-02,yellow,high
364.5,1.10E-02,yellow,high
365,9.41E-03,yellow,high
365.5,7.04E-03,yellow,high
366,5.28E-03,yellow,high
366.5,4.26E-03,yellow,high
367,3.37E-03,yellow,high
367.5,3.22E-03,yellow,high
368,2.98E-03,yellow,high
368.5,8.64E-04,yellow,high
369,8.86E-04,yellow,high
369.5,3.53E-04,yellow,high
370,1.09E-03,yellow,high
370.5,1.10E-03,yellow,high
371,1.62E-03,yellow,high
371.5,9.74E-04,yellow,high
372,1.29E-03,yellow,high
372.5,1.51E-03,yellow,high
373,1.74E-03,yellow,high
373.5,1.45E-03,yellow,high
374,1.79E-03,yellow,high
374.5,1.66E-03,yellow,high
375,2.06E-03,yellow,high
375.5,2.17E-03,yellow,high
376,1.89E-03,yellow,high
376.5,3.30E-03,yellow,high
377,2.80E-03,yellow,high
377.5,2.32E-03,yellow,high
378,3.34E-03,yellow,high
378.5,3.51E-03,yellow,high
379,3.28E-03,yellow,high
379.5,2.80E-03,yellow,high
380,2.77E-03,yellow,high
380.5,3.24E-03,yellow,high
381,3.41E-03,yellow,high
381.5,4.05E-03,yellow,high
382,3.85E-03,yellow,high
382.5,4.11E-03,yellow,high
383,3.58E-03,yellow,high
383.5,3.75E-03,yellow,high
384,3.52E-03,yellow,high
384.5,4.09E-03,yellow,high
385,3.99E-03,yellow,high
385.5,4.25E-03,yellow,high
386,3.84E-03,yellow,high
386.5,4.25E-03,yellow,high
387,3.89E-03,yellow,high
387.5,4.51E-03,yellow,high
388,3.71E-03,yellow,high
388.5,4.39E-03,yellow,high
389,4.12E-03,yellow,high
389.5,4.27E-03,yellow,high
390,4.10E-03,yellow,high
390.5,4.19E-03,yellow,high
391,4.36E-03,yellow,high
391.5,4.48E-03,yellow,high
392,4.49E-03,yellow,high
392.5,5.19E-03,yellow,high
393,5.58E-03,yellow,high
393.5,5.36E-03,yellow,high
394,6.03E-03,yellow,high
394.5,5.88E-03,yellow,high
395,6.15E-03,yellow,high
395.5,6.04E-03,yellow,high
396,6.43E-03,yellow,high
396.5,6.21E-03,yellow,high
397,6.15E-03,yellow,high
397.5,5.98E-03,yellow,high
398,6.43E-03,yellow,high
398.5,6.53E-03,yellow,high
399,6.90E-03,yellow,high
399.5,6.90E-03,yellow,high
400,6.51E-03,yellow,high
400.5,6.34E-03,yellow,high
401,6.95E-03,yellow,high
401.5,9.08E-03,yellow,high
402,1.60E-02,yellow,high
402.5,2.77E-02,yellow,high
403,4.58E-02,yellow,high
403.5,6.40E-02,yellow,high
404,7.34E-02,yellow,high
404.5,6.93E-02,yellow,high
405,5.70E-02,yellow,high
405.5,4.36E-02,yellow,high
406,3.31E-02,yellow,high
406.5,2.72E-02,yellow,high
407,2.32E-02,yellow,high
407.5,1.93E-02,yellow,high
408,1.64E-02,yellow,high
408.5,1.36E-02,yellow,high
409,1.16E-02,yellow,high
409.5,1.03E-02,yellow,high
410,9.21E-03,yellow,high
410.5,9.44E-03,yellow,high
411,8.73E-03,yellow,high
411.5,8.70E-03,yellow,high
412,8.08E-03,yellow,high
412.5,7.99E-03,yellow,high
413,8.20E-03,yellow,high
413.5,8.23E-03,yellow,high
414,8.43E-03,yellow,high
414.5,8.43E-03,yellow,high
415,8.12E-03,yellow,high
415.5,8.27E-03,yellow,high
416,8.71E-03,yellow,high
416.5,9.19E-03,yellow,high
417,9.07E-03,yellow,high
417.5,8.77E-03,yellow,high
418,8.91E-03,yellow,high
418.5,8.52E-03,yellow,high
419,8.36E-03,yellow,high
419.5,8.48E-03,yellow,high
420,9.38E-03,yellow,high
420.5,9.62E-03,yellow,high
421,1.00E-02,yellow,high
421.5,9.41E-03,yellow,high
422,9.21E-03,yellow,high
422.5,1.01E-02,yellow,high
423,1.06E-02,yellow,high
423.5,1.07E-02,yellow,high
424,1.06E-02,yellow,high
424.5,1.07E-02,yellow,high
425,1.09E-02,yellow,high
425.5,1.06E-02,yellow,high
426,1.06E-02,yellow,high
426.5,1.09E-02,yellow,high
427,1.10E-02,yellow,high
427.5,1.07E-02,yellow,high
428,1.11E-02,yellow,high
428.5,1.16E-02,yellow,high
429,1.20E-02,yellow,high
429.5,1.16E-02,yellow,high
430,1.17E-02,yellow,high
430.5,1.23E-02,yellow,high
431,1.23E-02,yellow,high
431.5,1.25E-02,yellow,high
432,1.37E-02,yellow,high
432.5,1.59E-02,yellow,high
433,2.23E-02,yellow,high
433.5,4.37E-02,yellow,high
434,8.49E-02,yellow,high
434.5,1.43E-01,yellow,high
435,1.94E-01,yellow,high
435.5,2.10E-01,yellow,high
436,1.89E-01,yellow,high
436.5,1.45E-01,yellow,high
437,1.05E-01,yellow,high
437.5,7.59E-02,yellow,high
438,5.64E-02,yellow,high
438.5,4.31E-02,yellow,high
439,3.51E-02,yellow,high
439.5,3.01E-02,yellow,high
440,2.65E-02,yellow,high
440.5,2.48E-02,yellow,high
441,2.37E-02,yellow,high
441.5,2.28E-02,yellow,high
442,2.29E-02,yellow,high
442.5,2.21E-02,yellow,high
443,2.26E-02,yellow,high
443.5,2.31E-02,yellow,high
444,2.40E-02,yellow,high
444.5,2.51E-02,yellow,high
445,2.51E-02,yellow,high
445.5,2.61E-02,yellow,high
446,2.68E-02,yellow,high
446.5,2.83E-02,yellow,high
447,2.88E-02,yellow,high
447.5,3.01E-02,yellow,high
448,3.07E-02,yellow,high
448.5,3.16E-02,yellow,high
449,3.25E-02,yellow,high
449.5,3.34E-02,yellow,high
450,3.48E-02,yellow,high
450.5,3.59E-02,yellow,high
451,3.71E-02,yellow,high
451.5,3.88E-02,yellow,high
452,4.01E-02,yellow,high
452.5,4.13E-02,yellow,high
453,4.29E-02,yellow,high
453.5,4.43E-02,yellow,high
454,4.59E-02,yellow,high
454.5,4.73E-02,yellow,high
455,4.87E-02,yellow,high
455.5,5.04E-02,yellow,high
456,5.22E-02,yellow,high
456.5,5.49E-02,yellow,high
457,5.65E-02,yellow,high
457.5,5.93E-02,yellow,high
458,6.20E-02,yellow,high
458.5,6.44E-02,yellow,high
459,6.68E-02,yellow,high
459.5,6.92E-02,yellow,high
460,7.19E-02,yellow,high
460.5,7.52E-02,yellow,high
461,7.80E-02,yellow,high
461.5,8.10E-02,yellow,high
462,8.47E-02,yellow,high
462.5,8.81E-02,yellow,high
463,9.15E-02,yellow,high
463.5,9.51E-02,yellow,high
464,9.97E-02,yellow,high
464.5,1.03E-01,yellow,high
465,1.08E-01,yellow,high
465.5,1.12E-01,yellow,high
466,1.16E-01,yellow,high
466.5,1.20E-01,yellow,high
467,1.25E-01,yellow,high
467.5,1.30E-01,yellow,high
468,1.35E-01,yellow,high
468.5,1.40E-01,yellow,high
469,1.46E-01,yellow,high
469.5,1.52E-01,yellow,high
470,1.58E-01,yellow,high
470.5,1.64E-01,yellow,high
471,1.69E-01,yellow,high
471.5,1.76E-01,yellow,high
472,1.82E-01,yellow,high
472.5,1.88E-01,yellow,high
473,1.95E-01,yellow,high
473.5,2.01E-01,yellow,high
474,2.08E-01,yellow,high
474.5,2.15E-01,yellow,high
475,2.21E-01,yellow,high
475.5,2.28E-01,yellow,high
476,2.35E-01,yellow,high
476.5,2.42E-01,yellow,high
477,2.50E-01,yellow,high
477.5,2.57E-01,yellow,high
478,2.64E-01,yellow,high
478.5,2.72E-01,yellow,high
479,2.80E-01,yellow,high
479.5,2.87E-01,yellow,high
480,2.94E-01,yellow,high
480.5,3.01E-01,yellow,high
481,3.08E-01,yellow,high
481.5,3.15E-01,yellow,high
482,3.22E-01,yellow,high
482.5,3.29E-01,yellow,high
483,3.36E-01,yellow,high
483.5,3.43E-01,yellow,high
484,3.50E-01,yellow,high
484.5,3.56E-01,yellow,high
485,3.62E-01,yellow,high
485.5,3.68E-01,yellow,high
486,3.74E-01,yellow,high
486.5,3.81E-01,yellow,high
487,3.86E-01,yellow,high
487.5,3.92E-01,yellow,high
488,3.98E-01,yellow,high
488.5,4.03E-01,yellow,high
489,4.08E-01,yellow,high
489.5,4.15E-01,yellow,high
490,4.26E-01,yellow,high
490.5,4.39E-01,yellow,high
491,4.49E-01,yellow,high
491.5,4.55E-01,yellow,high
492,4.54E-01,yellow,high
492.5,4.51E-01,yellow,high
493,4.50E-01,yellow,high
493.5,4.50E-01,yellow,high
494,4.50E-01,yellow,high
494.5,4.52E-01,yellow,high
495,4.54E-01,yellow,high
495.5,4.57E-01,yellow,high
496,4.59E-01,yellow,high
496.5,4.62E-01,yellow,high
497,4.64E-01,yellow,high
497.5,4.67E-01,yellow,high
498,4.68E-01,yellow,high
498.5,4.70E-01,yellow,high
499,4.73E-01,yellow,high
499.5,4.75E-01,yellow,high
500,4.78E-01,yellow,high
500.5,4.80E-01,yellow,high
501,4.83E-01,yellow,high
501.5,4.85E-01,yellow,high
502,4.87E-01,yellow,high
502.5,4.89E-01,yellow,high
503,4.92E-01,yellow,high
503.5,4.94E-01,yellow,high
504,4.97E-01,yellow,high
504.5,4.99E-01,yellow,high
505,5.02E-01,yellow,high
505.5,5.04E-01,yellow,high
506,5.07E-01,yellow,high
506.5,5.09E-01,yellow,high
507,5.12E-01,yellow,high
507.5,5.15E-01,yellow,high
508,5.18E-01,yellow,high
508.5,5.21E-01,yellow,high
509,5.24E-01,yellow,high
509.5,5.27E-01,yellow,high
510,5.31E-01,yellow,high
510.5,5.34E-01,yellow,high
511,5.38E-01,yellow,high
511.5,5.42E-01,yellow,high
512,5.47E-01,yellow,high
512.5,5.51E-01,yellow,high
513,5.55E-01,yellow,high
513.5,5.60E-01,yellow,high
514,5.64E-01,yellow,high
514.5,5.69E-01,yellow,high
515,5.74E-01,yellow,high
515.5,5.79E-01,yellow,high
516,5.84E-01,yellow,high
516.5,5.90E-01,yellow,high
517,5.96E-01,yellow,high
517.5,6.03E-01,yellow,high
518,6.09E-01,yellow,high
518.5,6.16E-01,yellow,high
519,6.22E-01,yellow,high
519.5,6.29E-01,yellow,high
520,6.36E-01,yellow,high
520.5,6.44E-01,yellow,high
521,6.51E-01,yellow,high
521.5,6.59E-01,yellow,high
522,6.67E-01,yellow,high
522.5,6.75E-01,yellow,high
523,6.83E-01,yellow,high
523.5,6.93E-01,yellow,high
524,7.02E-01,yellow,high
524.5,7.14E-01,yellow,high
525,7.25E-01,yellow,high
525.5,7.36E-01,yellow,high
526,7.46E-01,yellow,high
526.5,7.58E-01,yellow,high
527,7.70E-01,yellow,high
527.5,7.81E-01,yellow,high
528,7.94E-01,yellow,high
528.5,8.06E-01,yellow,high
529,8.19E-01,yellow,high
529.5,8.32E-01,yellow,high
530,8.46E-01,yellow,high
530.5,8.60E-01,yellow,high
531,8.74E-01,yellow,high
531.5,8.89E-01,yellow,high
532,9.03E-01,yellow,high
532.5,9.18E-01,yellow,high
533,9.33E-01,yellow,high
533.5,9.50E-01,yellow,high
534,9.67E-01,yellow,high
534.5,9.83E-01,yellow,high
535,1.00E+00,yellow,high
535.5,1.02E+00,yellow,high
536,1.03E+00,yellow,high
536.5,1.05E+00,yellow,high
537,1.07E+00,yellow,high
537.5,1.09E+00,yellow,high
538,1.11E+00,yellow,high
538.5,1.12E+00,yellow,high
539,1.14E+00,yellow,high
539.5,1.16E+00,yellow,high
540,1.18E+00,yellow,high
540.5,1.20E+00,yellow,high
541,1.22E+00,yellow,high
541.5,1.24E+00,yellow,high
542,1.26E+00,yellow,high
542.5,1.27E+00,yellow,high
543,1.29E+00,yellow,high
543.5,1.33E+00,yellow,high
544,1.42E+00,yellow,high
544.5,1.49E+00,yellow,high
545,1.53E+00,yellow,high
545.5,1.56E+00,yellow,high
546,1.57E+00,yellow,high
546.5,1.57E+00,yellow,high
547,1.57E+00,yellow,high
547.5,1.56E+00,yellow,high
548,1.53E+00,yellow,high
548.5,1.52E+00,yellow,high
549,1.51E+00,yellow,high
549.5,1.50E+00,yellow,high
550,1.51E+00,yellow,high
550.5,1.51E+00,yellow,high
551,1.52E+00,yellow,high
551.5,1.53E+00,yellow,high
552,1.54E+00,yellow,high
552.5,1.55E+00,yellow,high
553,1.56E+00,yellow,high
553.5,1.57E+00,yellow,high
554,1.58E+00,yellow,high
554.5,1.59E+00,yellow,high
555,1.60E+00,yellow,high
555.5,1.61E+00,yellow,high
556,1.62E+00,yellow,high
556.5,1.63E+00,yellow,high
557,1.64E+00,yellow,high
557.5,1.64E+00,yellow,high
558,1.64E+00,yellow,high
558.5,1.65E+00,yellow,high
559,1.66E+00,yellow,high
559.5,1.66E+00,yellow,high
560,1.66E+00,yellow,high
560.5,1.67E+00,yellow,high
561,1.68E+00,yellow,high
561.5,1.68E+00,yellow,high
562,1.69E+00,yellow,high
562.5,1.69E+00,yellow,high
563,1.70E+00,yellow,high
563.5,1.70E+00,yellow,high
564,1.71E+00,yellow,high
564.5,1.71E+00,yellow,high
565,1.72E+00,yellow,high
565.5,1.72E+00,yellow,high
566,1.73E+00,yellow,high
566.5,1.73E+00,yellow,high
567,1.74E+00,yellow,high
567.5,1.74E+00,yellow,high
568,1.75E+00,yellow,high
568.5,1.75E+00,yellow,high
569,1.76E+00,yellow,high
569.5,1.77E+00,yellow,high
570,1.78E+00,yellow,high
570.5,1.78E+00,yellow,high
571,1.79E+00,yellow,high
571.5,1.79E+00,yellow,high
572,1.80E+00,yellow,high
572.5,1.80E+00,yellow,high
573,1.81E+00,yellow,high
573.5,1.82E+00,yellow,high
574,1.82E+00,yellow,high
574.5,1.83E+00,yellow,high
575,1.83E+00,yellow,high
575.5,1.84E+00,yellow,high
576,1.85E+00,yellow,high
576.5,1.85E+00,yellow,high
577,1.86E+00,yellow,high
577.5,1.86E+00,yellow,high
578,1.87E+00,yellow,high
578.5,1.88E+00,yellow,high
579,1.88E+00,yellow,high
579.5,1.89E+00,yellow,high
580,1.90E+00,yellow,high
580.5,1.90E+00,yellow,high
581,1.91E+00,yellow,high
581.5,1.92E+00,yellow,high
582,1.92E+00,yellow,high
582.5,1.93E+00,yellow,high
583,1.93E+00,yellow,high
583.5,1.94E+00,yellow,high
584,1.95E+00,yellow,high
584.5,1.95E+00,yellow,high
585,1.96E+00,yellow,high
585.5,1.97E+00,yellow,high
586,1.97E+00,yellow,high
586.5,1.98E+00,yellow,high
587,1.98E+00,yellow,high
587.5,1.99E+00,yellow,high
588,2.00E+00,yellow,high
588.5,2.00E+00,yellow,high
589,2.01E+00,yellow,high
589.5,2.02E+00,yellow,high
590,2.03E+00,yellow,high
590.5,2.03E+00,yellow,high
591,2.04E+00,yellow,high
591.5,2.04E+00,yellow,high
592,2.05E+00,yellow,high
592.5,2.05E+00,yellow,high
593,2.06E+00,yellow,high
593.5,2.06E+00,yellow,high
594,2.06E+00,yellow,high
594.5,2.06E+00,yellow,high
595,2.06E+00,yellow,high
595.5,2.05E+00,yellow,high
596,2.05E+00,yellow,high
596.5,2.05E+00,yellow,high
597,2.05E+00,yellow,high
597.5,2.05E+00,yellow,high
598,2.05E+00,yellow,high
598.5,2.04E+00,yellow,high
599,2.04E+00,yellow,high
599.5,2.04E+00,yellow,high
600,2.04E+00,yellow,high
600.5,2.03E+00,yellow,high
601,2.03E+00,yellow,high
601.5,2.03E+00,yellow,high
602,2.02E+00,yellow,high
602.5,2.02E+00,yellow,high
603,2.02E+00,yellow,high
603.5,2.01E+00,yellow,high
604,2.01E+00,yellow,high
604.5,2.00E+00,yellow,high
605,1.99E+00,yellow,high
605.5,1.99E+00,yellow,high
606,1.99E+00,yellow,high
606.5,1.98E+00,yellow,high
607,1.97E+00,yellow,high
607.5,1.96E+00,yellow,high
608,1.96E+00,yellow,high
608.5,1.95E+00,yellow,high
609,1.94E+00,yellow,high
609.5,1.94E+00,yellow,high
610,1.93E+00,yellow,high
610.5,1.92E+00,yellow,high
611,1.92E+00,yellow,high
611.5,1.91E+00,yellow,high
612,1.89E+00,yellow,high
612.5,1.88E+00,yellow,high
613,1.86E+00,yellow,high
613.5,1.85E+00,yellow,high
614,1.83E+00,yellow,high
614.5,1.81E+00,yellow,high
615,1.80E+00,yellow,high
615.5,1.78E+00,yellow,high
616,1.76E+00,yellow,high
616.5,1.75E+00,yellow,high
617,1.73E+00,yellow,high
617.5,1.71E+00,yellow,high
618,1.69E+00,yellow,high
618.5,1.68E+00,yellow,high
619,1.66E+00,yellow,high
619.5,1.65E+00,yellow,high
620,1.63E+00,yellow,high
620.5,1.61E+00,yellow,high
621,1.60E+00,yellow,high
621.5,1.58E+00,yellow,high
622,1.57E+00,yellow,high
622.5,1.55E+00,yellow,high
623,1.54E+00,yellow,high
623.5,1.52E+00,yellow,high
624,1.51E+00,yellow,high
624.5,1.49E+00,yellow,high
625,1.48E+00,yellow,high
625.5,1.46E+00,yellow,high
626,1.44E+00,yellow,high
626.5,1.43E+00,yellow,high
627,1.42E+00,yellow,high
627.5,1.40E+00,yellow,high
628,1.39E+00,yellow,high
628.5,1.37E+00,yellow,high
629,1.36E+00,yellow,high
629.5,1.35E+00,yellow,high
630,1.33E+00,yellow,high
630.5,1.32E+00,yellow,high
631,1.31E+00,yellow,high
631.5,1.29E+00,yellow,high
632,1.28E+00,yellow,high
632.5,1.27E+00,yellow,high
633,1.25E+00,yellow,high
633.5,1.23E+00,yellow,high
634,1.22E+00,yellow,high
634.5,1.21E+00,yellow,high
635,1.19E+00,yellow,high
635.5,1.18E+00,yellow,high
636,1.17E+00,yellow,high
636.5,1.15E+00,yellow,high
637,1.14E+00,yellow,high
637.5,1.13E+00,yellow,high
638,1.11E+00,yellow,high
638.5,1.10E+00,yellow,high
639,1.09E+00,yellow,high
639.5,1.08E+00,yellow,high
640,1.06E+00,yellow,high
640.5,1.05E+00,yellow,high
641,1.04E+00,yellow,high
641.5,1.03E+00,yellow,high
642,1.01E+00,yellow,high
642.5,1.00E+00,yellow,high
643,9.90E-01,yellow,high
643.5,9.79E-01,yellow,high
644,9.68E-01,yellow,high
644.5,9.57E-01,yellow,high
645,9.47E-01,yellow,high
645.5,9.38E-01,yellow,high
646,9.28E-01,yellow,high
646.5,9.18E-01,yellow,high
647,9.08E-01,yellow,high
647.5,9.00E-01,yellow,high
648,8.92E-01,yellow,high
648.5,8.84E-01,yellow,high
649,8.75E-01,yellow,high
649.5,8.64E-01,yellow,high
650,8.57E-01,yellow,high
650.5,8.48E-01,yellow,high
651,8.40E-01,yellow,high
651.5,8.32E-01,yellow,high
652,8.25E-01,yellow,high
652.5,8.17E-01,yellow,high
653,8.09E-01,yellow,high
653.5,8.02E-01,yellow,high
654,7.94E-01,yellow,high
654.5,7.86E-01,yellow,high
655,7.77E-01,yellow,high
655.5,7.70E-01,yellow,high
656,7.64E-01,yellow,high
656.5,7.57E-01,yellow,high
657,7.49E-01,yellow,high
657.5,7.41E-01,yellow,high
658,7.35E-01,yellow,high
658.5,7.29E-01,yellow,high
659,7.22E-01,yellow,high
659.5,7.16E-01,yellow,high
660,7.09E-01,yellow,high
660.5,7.03E-01,yellow,high
661,6.97E-01,yellow,high
661.5,6.91E-01,yellow,high
662,6.84E-01,yellow,high
662.5,6.77E-01,yellow,high
663,6.72E-01,yellow,high
663.5,6.67E-01,yellow,high
664,6.61E-01,yellow,high
664.5,6.54E-01,yellow,high
665,6.47E-01,yellow,high
665.5,6.41E-01,yellow,high
666,6.36E-01,yellow,high
666.5,6.30E-01,yellow,high
667,6.26E-01,yellow,high
667.5,6.20E-01,yellow,high
668,6.15E-01,yellow,high
668.5,6.09E-01,yellow,high
669,6.04E-01,yellow,high
669.5,5.99E-01,yellow,high
670,5.95E-01,yellow,high
670.5,5.91E-01,yellow,high
671,5.87E-01,yellow,high
671.5,5.81E-01,yellow,high
672,5.76E-01,yellow,high
672.5,5.70E-01,yellow,high
673,5.64E-01,yellow,high
673.5,5.60E-01,yellow,high
674,5.55E-01,yellow,high
674.5,5.50E-01,yellow,high
675,5.43E-01,yellow,high
675.5,5.39E-01,yellow,high
676,5.34E-01,yellow,high
676.5,5.29E-01,yellow,high
677,5.25E-01,yellow,high
677.5,5.21E-01,yellow,high
678,5.16E-01,yellow,high
678.5,5.10E-01,yellow,high
679,5.06E-01,yellow,high
679.5,5.01E-01,yellow,high
680,4.96E-01,yellow,high
680.5,4.92E-01,yellow,high
681,4.88E-01,yellow,high
681.5,4.84E-01,yellow,high
682,4.81E-01,yellow,high
682.5,4.77E-01,yellow,high
683,4.73E-01,yellow,high
683.5,4.70E-01,yellow,high
684,4.68E-01,yellow,high
684.5,4.66E-01,yellow,high
685,4.64E-01,yellow,high
685.5,4.61E-01,yellow,high
686,4.60E-01,yellow,high
686.5,4.58E-01,yellow,high
687,4.57E-01,yellow,high
687.5,4.55E-01,yellow,high
688,4.55E-01,yellow,high
688.5,4.57E-01,yellow,high
689,4.66E-01,yellow,high
689.5,4.78E-01,yellow,high
690,4.85E-01,yellow,high
690.5,4.84E-01,yellow,high
691,4.76E-01,yellow,high
691.5,4.67E-01,yellow,high
692,4.60E-01,yellow,high
692.5,4.55E-01,yellow,high
693,4.51E-01,yellow,high
693.5,4.47E-01,yellow,high
694,4.45E-01,yellow,high
694.5,4.44E-01,yellow,high
695,4.44E-01,yellow,high
695.5,4.45E-01,yellow,high
696,4.45E-01,yellow,high
696.5,4.43E-01,yellow,high
697,4.41E-01,yellow,high
697.5,4.37E-01,yellow,high
698,4.34E-01,yellow,high
698.5,4.32E-01,yellow,high
699,4.30E-01,yellow,high
699.5,4.29E-01,yellow,high
700,4.28E-01,yellow,high
700.5,4.26E-01,yellow,high
701,4.25E-01,yellow,high
701.5,4.24E-01,yellow,high
702,4.22E-01,yellow,high
702.5,4.21E-01,yellow,high
703,4.21E-01,yellow,high
703.5,4.18E-01,yellow,high
704,4.17E-01,yellow,high
704.5,4.17E-01,yellow,high
705,4.18E-01,yellow,high
705.5,4.20E-01,yellow,high
706,4.23E-01,yellow,high
706.5,4.24E-01,yellow,high
707,4.24E-01,yellow,high
707.5,4.24E-01,yellow,high
708,4.23E-01,yellow,high
708.5,4.20E-01,yellow,high
709,4.16E-01,yellow,high
709.5,4.12E-01,yellow,high
710,4.08E-01,yellow,high
710.5,4.06E-01,yellow,high
711,4.04E-01,yellow,high
711.5,4.02E-01,yellow,high
712,4.01E-01,yellow,high
712.5,3.99E-01,yellow,high
713,3.97E-01,yellow,high
713.5,3.96E-01,yellow,high
714,3.95E-01,yellow,high
714.5,3.94E-01,yellow,high
715,3.92E-01,yellow,high
715.5,3.90E-01,yellow,high
716,3.89E-01,yellow,high
716.5,3.89E-01,yellow,high
717,3.88E-01,yellow,high
717.5,3.87E-01,yellow,high
718,3.86E-01,yellow,high
718.5,3.86E-01,yellow,high
719,3.86E-01,yellow,high
719.5,3.85E-01,yellow,high
720,3.84E-01,yellow,high
720.5,3.84E-01,yellow,high
721,3.82E-01,yellow,high
721.5,3.82E-01,yellow,high
722,3.82E-01,yellow,high
722.5,3.81E-01,yellow,high
723,3.80E-01,yellow,high
723.5,3.80E-01,yellow,high
724,3.80E-01,yellow,high
724.5,3.79E-01,yellow,high
725,3.79E-01,yellow,high
725.5,3.79E-01,yellow,high
726,3.79E-01,yellow,high
726.5,3.79E-01,yellow,high
727,3.78E-01,yellow,high
727.5,3.78E-01,yellow,high
728,3.76E-01,yellow,high
728.5,3.75E-01,yellow,high
729,3.75E-01,yellow,high
729.5,3.73E-01,yellow,high
730,3.73E-01,yellow,high
730.5,3.73E-01,yellow,high
731,3.73E-01,yellow,high
731.5,3.73E-01,yellow,high
732,3.72E-01,yellow,high
732.5,3.72E-01,yellow,high
